koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_disposition,koi_prad_log,koi_depth_log,koi_teq_log
4.64090031,12.034624999999998,2450.6,30.09,1155.0,421.08,159.3625,0,0,0,0,6463.0,4.5,0.826,15.27,CANDIDATE,3.4368862240706624,7.804496151611577,7.052721049232323
3.747838198,5.0642,616.0,13.65,1031.0,266.76,138.2,0,1,1,1,5514.0,4.569,0.826,13.496,FALSE POSITIVE,2.6844403354630764,6.424869023905388,6.939253946041508
14.74914825,6.0995,430.2,2.89,874.0,137.91,107.4,0,0,0,0,5847.0,4.191,1.402,12.487,CONFIRMED,1.358409157630355,6.066572019594787,6.774223886357614
21.81295996,4.3791,1175.4,3.38,639.0,39.33,37.8,0,0,0,0,5601.0,4.41,0.999,15.54,CONFIRMED,1.4770487243883548,7.07021420667984,6.461468176353717
7.91936937,3.3148,3104.2375,10.34,814.0,104.0,159.3625,0,1,0,0,5690.0,4.588,0.776,15.805,FALSE POSITIVE,2.428336298299606,9.625689802158323,6.703188113240863
1.028436523,1.8606,3104.2375,30.636249999999997,1947.0,1983.7537500000003,89.6,0,0,0,0,6228.0,4.428,0.99,15.202,CANDIDATE,4.300952144896211,8.99949587624899,7.5745584842024805
15.37562369,3.3169,3104.2375,11.01,600.0,30.54,159.3625,0,0,0,0,4986.0,4.496,0.833,16.422,CONFIRMED,2.485739636091892,9.638088688324805,6.398594934535208
8.10363271,3.161,887.9,2.11,687.0,52.82,39.3,0,0,0,0,4861.0,4.574,0.732,15.289,CONFIRMED,1.1346227261911428,6.789984743247629,6.5337888379333435
4.71510843,2.506,417.5,1.46,823.0,108.84,21.3,0,0,0,0,4861.0,4.574,0.732,15.289,CONFIRMED,0.9001613499442714,6.03667688992953,6.714170529909472
6.365839713,2.9721,780.7,2.44,914.0,165.33,70.8,0,0,0,0,5776.0,4.554,0.849,15.09,CONFIRMED,1.235471471385307,6.661471035226285,6.818924065275521
5.97581754,3.065,962.4,3.86,1047.0,284.25,50.3,0,0,1,0,6108.0,4.471,0.997,15.546,FALSE POSITIVE,1.5810384379124023,6.870468694196121,6.954638864880987
2.446737317,4.7211,1177.9,26.25,1261.0,597.19,110.2,0,0,1,1,5764.0,4.548,0.863,15.021,FALSE POSITIVE,3.305053521109253,7.072337079298082,7.140453043101158
3.04033046,1.8411,3104.2375,8.99,1021.0,257.29,159.3625,0,0,0,0,5035.0,4.519,0.791,15.028,CONFIRMED,2.301584592660462,9.292841593487926,6.92951677076365
15.33528675,3.897,3081.4,5.0,610.0,32.67,86.6,0,0,0,0,5251.0,4.581,0.817,15.855,CONFIRMED,1.791759469228055,8.033463793311947,6.415096959171596
7.95825328,4.377,50.0,1.06,1074.0,314.15,14.7,0,0,0,0,5847.0,4.191,1.402,12.487,CONFIRMED,0.7227059828014898,3.9318256327243257,6.980075940561763
31.33046135,5.176,3104.2375,6.5,481.0,12.61,117.2,0,0,0,0,5251.0,4.581,0.817,15.855,CONFIRMED,2.0149030205422647,8.532042394266444,6.1779441140506
3.9043425,3.831,3104.2375,12.28,1104.0,351.05,159.3625,0,1,0,0,5810.0,4.526,0.898,15.016,FALSE POSITIVE,2.5862591440482876,9.694555044315882,7.007600613951853
9.286358079,3.49949,3104.2375,17.61,796.0,95.03,159.3625,0,1,0,0,5670.0,4.523,0.821,15.365,FALSE POSITIVE,2.9236990706541595,10.70978483102873,6.680854678790215
3.951405455,2.1862,2453.9,30.636249999999997,1133.0,388.71,117.2,0,1,0,0,6046.0,4.539,0.869,15.446,FALSE POSITIVE,3.479392229247212,7.805841306201446,7.033506484287697
23.65369415,8.2183,3104.2375,7.89,731.0,67.65,159.3625,0,0,0,0,5739.0,4.191,1.384,15.084,CONFIRMED,2.1849270495258133,8.11456405812728,6.595780513961311
13.23352214,6.7372,504.6,3.06,888.0,146.67,49.1,0,0,0,0,5739.0,4.191,1.384,15.084,CONFIRMED,1.4011829736136412,6.225745842832648,6.790097235513905
6.15560285,4.9843,285.0,2.32,1146.0,406.94,35.1,0,0,0,0,5739.0,4.191,1.384,15.084,CONFIRMED,1.199964782928397,5.655991810819852,7.044905117129371
2.090811305,3.388,115.9,1.62,1642.0,1718.04,19.9,0,0,0,0,5739.0,4.191,1.384,15.084,CONFIRMED,0.9631743177730056,4.761318868478023,7.404279118037268
3.180027898,3.5797,120.3,1.53,1458.0,1066.86,50.4,0,0,0,0,5847.0,4.191,1.402,12.487,CONFIRMED,0.9282193027394289,4.798266815950004,7.285506548522786
